model_name,partition,batch_size,latency_ms
bert,20,4,35.534661835748786
bert,40,4,17.767330917874393
bert,50,4,14.213864734299515
bert,60,4,11.84488727858293
bert,80,4,8.883665458937196
bert,100,4,7.106932367149757
bert,20,12,67.28671497584543
bert,40,12,33.643357487922714
bert,50,12,26.91468599033817
bert,60,12,22.428904991948478
bert,80,12,16.821678743961357
bert,100,12,13.457342995169085
bert,20,2,35.716908212560355
bert,40,2,17.858454106280178
bert,50,2,14.286763285024143
bert,60,2,11.905636070853454
bert,80,2,8.929227053140089
bert,100,2,7.143381642512072
bert,20,20,85.3874316939891
bert,40,20,42.69371584699455
bert,50,20,34.15497267759564
bert,60,20,28.4624772313297
bert,80,20,21.346857923497275
bert,100,20,17.07748633879782
bert,20,24,105.05480225988697
bert,40,24,52.527401129943485
bert,50,24,42.021920903954786
bert,60,24,35.01826741996232
bert,80,24,26.263700564971742
bert,100,24,21.010960451977393
bert,20,28,124.15098870056504
bert,40,28,62.07549435028252
bert,50,28,49.660395480226015
bert,60,28,41.38366290018835
bert,80,28,31.03774717514126
bert,100,28,24.830197740113007
bert,20,16,68.70833333333329
bert,40,16,34.35416666666664
bert,50,16,27.483333333333313
bert,60,16,22.90277777777776
bert,80,16,17.17708333333332
bert,100,16,13.741666666666656
bert,20,8,49.89480676328504
bert,40,8,24.94740338164252
bert,50,8,19.957922705314015
bert,60,8,16.631602254428348
bert,80,8,12.47370169082126
bert,100,8,9.978961352657008
bert,20,32,128.89180790960452
bert,40,32,64.44590395480226
bert,50,32,51.55672316384181
bert,60,32,42.963935969868174
bert,80,32,32.22295197740113
bert,100,32,25.778361581920905
bert,20,1,35.90853333333333
bert,40,1,17.954266666666665
bert,50,1,14.363413333333332
bert,60,1,11.96951111111111
bert,80,1,8.977133333333333
bert,100,1,7.181706666666666
densenet161,20,2,76.50344478216829
densenet161,40,2,38.251722391084144
densenet161,50,2,30.601377912867314
densenet161,60,2,25.50114826072276
densenet161,80,2,19.125861195542072
densenet161,100,2,15.300688956433657
densenet161,20,1,67.96584867075667
densenet161,40,1,33.982924335378335
densenet161,50,1,27.186339468302666
densenet161,60,1,22.655282890252224
densenet161,80,1,16.991462167689168
densenet161,100,1,13.593169734151333
densenet161,20,8,134.71696252465475
densenet161,40,8,67.35848126232737
densenet161,50,8,53.886785009861896
densenet161,60,8,44.905654174884916
densenet161,80,8,33.67924063116369
densenet161,100,8,26.943392504930948
densenet161,20,28,363.6491264131554
densenet161,40,28,181.8245632065777
densenet161,50,28,145.45965056526217
densenet161,60,28,121.2163754710518
densenet161,80,28,90.91228160328885
densenet161,100,28,72.72982528263108
densenet161,20,20,264.6165811088291
densenet161,40,20,132.30829055441455
densenet161,50,20,105.84663244353165
densenet161,60,20,88.20552703627638
densenet161,80,20,66.15414527720728
densenet161,100,20,52.92331622176582
densenet161,20,16,225.68136550307975
densenet161,40,16,112.84068275153987
densenet161,50,16,90.2725462012319
densenet161,60,16,75.22712183435992
densenet161,80,16,56.42034137576994
densenet161,100,16,45.13627310061595
densenet161,20,24,323.186433710174
densenet161,40,24,161.593216855087
densenet161,50,24,129.2745734840696
densenet161,60,24,107.72881123672468
densenet161,80,24,80.7966084275435
densenet161,100,24,64.6372867420348
densenet161,20,32,404.10123329907424
densenet161,40,32,202.05061664953712
densenet161,50,32,161.64049331962968
densenet161,60,32,134.70041109969142
densenet161,80,32,101.02530832476856
densenet161,100,32,80.82024665981484
densenet161,20,4,92.90647233201574
densenet161,40,4,46.45323616600787
densenet161,50,4,37.162588932806294
densenet161,60,4,30.968824110671914
densenet161,80,4,23.226618083003935
densenet161,100,4,18.581294466403147
densenet161,20,12,175.06962524654796
densenet161,40,12,87.53481262327398
densenet161,50,12,70.02785009861918
densenet161,60,12,58.356541748849324
densenet161,80,12,43.76740631163699
densenet161,100,12,35.01392504930959
googlenet,20,16,125.31315789473682
googlenet,40,16,62.65657894736841
googlenet,50,16,50.12526315789473
googlenet,60,16,41.77105263157894
googlenet,80,16,31.328289473684205
googlenet,100,16,25.062631578947364
googlenet,20,24,176.656393442623
googlenet,40,24,88.3281967213115
googlenet,50,24,70.6625573770492
googlenet,60,24,58.88546448087433
googlenet,80,24,44.16409836065575
googlenet,100,24,35.3312786885246
googlenet,20,32,217.25016611295686
googlenet,40,32,108.62508305647843
googlenet,50,32,86.90006644518274
googlenet,60,32,72.41672203765229
googlenet,80,32,54.312541528239215
googlenet,100,32,43.45003322259137
googlenet,20,20,150.4790000000001
googlenet,40,20,75.23950000000005
googlenet,50,20,60.19160000000004
googlenet,60,20,50.1596666666667
googlenet,80,20,37.619750000000025
googlenet,100,20,30.09580000000002
googlenet,20,4,53.704078549848944
googlenet,40,4,26.852039274924472
googlenet,50,4,21.48163141993958
googlenet,60,4,17.901359516616317
googlenet,80,4,13.426019637462236
googlenet,100,4,10.74081570996979
googlenet,20,2,47.03236245954693
googlenet,40,2,23.516181229773466
googlenet,50,2,18.812944983818774
googlenet,60,2,15.677454153182312
googlenet,80,2,11.758090614886733
googlenet,100,2,9.406472491909387
googlenet,20,8,75.4022935779816
googlenet,40,8,37.7011467889908
googlenet,50,8,30.160917431192637
googlenet,60,8,25.1340978593272
googlenet,80,8,18.8505733944954
googlenet,100,8,15.080458715596318
googlenet,20,1,42.59777070063694
googlenet,40,1,21.29888535031847
googlenet,50,1,17.039108280254776
googlenet,60,1,14.199256900212314
googlenet,80,1,10.649442675159236
googlenet,100,1,8.519554140127388
googlenet,20,12,106.50794701986752
googlenet,40,12,53.25397350993376
googlenet,50,12,42.603178807947
googlenet,60,12,35.502649006622505
googlenet,80,12,26.62698675496688
googlenet,100,12,21.3015894039735
googlenet,20,28,193.8921568627451
googlenet,40,28,96.94607843137256
googlenet,50,28,77.55686274509804
googlenet,60,28,64.63071895424838
googlenet,80,28,48.47303921568628
googlenet,100,28,38.77843137254902
lenet,20,28,30.491666666666664
lenet,40,28,15.245833333333332
lenet,50,28,12.196666666666665
lenet,60,28,10.163888888888888
lenet,80,28,7.622916666666666
lenet,100,28,6.098333333333333
lenet,20,1,28.07647058823529
lenet,40,1,14.038235294117644
lenet,50,1,11.230588235294116
lenet,60,1,9.358823529411763
lenet,80,1,7.019117647058822
lenet,100,1,5.615294117647058
lenet,20,32,31.908333333333335
lenet,40,32,15.954166666666667
lenet,50,32,12.763333333333334
lenet,60,32,10.636111111111111
lenet,80,32,7.977083333333334
lenet,100,32,6.381666666666667
lenet,20,4,29.27941176470588
lenet,40,4,14.63970588235294
lenet,50,4,11.711764705882352
lenet,60,4,9.759803921568627
lenet,80,4,7.31985294117647
lenet,100,4,5.855882352941176
lenet,20,24,31.682352941176468
lenet,40,24,15.841176470588234
lenet,50,24,12.672941176470587
lenet,60,24,10.56078431372549
lenet,80,24,7.920588235294117
lenet,100,24,6.336470588235294
lenet,20,20,31.01470588235294
lenet,40,20,15.50735294117647
lenet,50,20,12.405882352941175
lenet,60,20,10.338235294117647
lenet,80,20,7.753676470588235
lenet,100,20,6.2029411764705875
lenet,20,16,30.17941176470588
lenet,40,16,15.08970588235294
lenet,50,16,12.071764705882352
lenet,60,16,10.059803921568626
lenet,80,16,7.54485294117647
lenet,100,16,6.035882352941176
lenet,20,12,28.724999999999994
lenet,40,12,14.362499999999997
lenet,50,12,11.489999999999998
lenet,60,12,9.575
lenet,80,12,7.181249999999999
lenet,100,12,5.744999999999999
lenet,20,8,29.84999999999999
lenet,40,8,14.924999999999995
lenet,50,8,11.939999999999996
lenet,60,8,9.949999999999998
lenet,80,8,7.462499999999998
lenet,100,8,5.969999999999998
lenet,20,2,29.13529411764706
lenet,40,2,14.56764705882353
lenet,50,2,11.654117647058824
lenet,60,2,9.711764705882354
lenet,80,2,7.283823529411765
lenet,100,2,5.827058823529412
mnasnet1_0,20,4,60.821122994652406
mnasnet1_0,40,4,30.410561497326203
mnasnet1_0,50,4,24.328449197860962
mnasnet1_0,60,4,20.273707664884135
mnasnet1_0,80,4,15.205280748663101
mnasnet1_0,100,4,12.164224598930481
mnasnet1_0,20,8,86.06756097560975
mnasnet1_0,40,8,43.033780487804876
mnasnet1_0,50,8,34.4270243902439
mnasnet1_0,60,8,28.689186991869917
mnasnet1_0,80,8,21.516890243902438
mnasnet1_0,100,8,17.21351219512195
mnasnet1_0,20,12,120.02974358974357
mnasnet1_0,40,12,60.01487179487179
mnasnet1_0,50,12,48.01189743589743
mnasnet1_0,60,12,40.009914529914525
mnasnet1_0,80,12,30.007435897435894
mnasnet1_0,100,12,24.005948717948716
mnasnet1_0,20,16,138.28581730769227
mnasnet1_0,40,16,69.14290865384613
mnasnet1_0,50,16,55.31432692307691
mnasnet1_0,60,16,46.09527243589743
mnasnet1_0,80,16,34.57145432692307
mnasnet1_0,100,16,27.657163461538456
mnasnet1_0,20,28,228.08946078431376
mnasnet1_0,40,28,114.04473039215688
mnasnet1_0,50,28,91.2357843137255
mnasnet1_0,60,28,76.02982026143792
mnasnet1_0,80,28,57.02236519607844
mnasnet1_0,100,28,45.61789215686275
mnasnet1_0,20,1,40.08594594594595
mnasnet1_0,40,1,20.042972972972976
mnasnet1_0,50,1,16.03437837837838
mnasnet1_0,60,1,13.361981981981986
mnasnet1_0,80,1,10.021486486486488
mnasnet1_0,100,1,8.01718918918919
mnasnet1_0,20,2,46.36827956989249
mnasnet1_0,40,2,23.184139784946247
mnasnet1_0,50,2,18.547311827956996
mnasnet1_0,60,2,15.456093189964164
mnasnet1_0,80,2,11.592069892473123
mnasnet1_0,100,2,9.273655913978498
mnasnet1_0,20,20,168.9058252427185
mnasnet1_0,40,20,84.45291262135925
mnasnet1_0,50,20,67.5623300970874
mnasnet1_0,60,20,56.30194174757283
mnasnet1_0,80,20,42.22645631067962
mnasnet1_0,100,20,33.7811650485437
mnasnet1_0,20,32,252.96917475728168
mnasnet1_0,40,32,126.48458737864084
mnasnet1_0,50,32,101.18766990291267
mnasnet1_0,60,32,84.32305825242723
mnasnet1_0,80,32,63.24229368932042
mnasnet1_0,100,32,50.59383495145634
mnasnet1_0,20,24,201.58
mnasnet1_0,40,24,100.79
mnasnet1_0,50,24,80.632
mnasnet1_0,60,24,67.19333333333334
mnasnet1_0,80,24,50.395
mnasnet1_0,100,24,40.316
mobilenet_v2,20,2,44.62910447761196
mobilenet_v2,40,2,22.31455223880598
mobilenet_v2,50,2,17.851641791044784
mobilenet_v2,60,2,14.876368159203988
mobilenet_v2,80,2,11.15727611940299
mobilenet_v2,100,2,8.925820895522392
mobilenet_v2,20,24,213.10609137055835
mobilenet_v2,40,24,106.55304568527917
mobilenet_v2,50,24,85.24243654822334
mobilenet_v2,60,24,71.03536379018612
mobilenet_v2,80,24,53.27652284263959
mobilenet_v2,100,24,42.62121827411167
mobilenet_v2,20,32,268.86442786069676
mobilenet_v2,40,32,134.43221393034838
mobilenet_v2,50,32,107.54577114427872
mobilenet_v2,60,32,89.62147595356561
mobilenet_v2,80,32,67.21610696517419
mobilenet_v2,100,32,53.77288557213936
mobilenet_v2,20,8,85.52880952380957
mobilenet_v2,40,8,42.764404761904785
mobilenet_v2,50,8,34.211523809523825
mobilenet_v2,60,8,28.50960317460319
mobilenet_v2,80,8,21.382202380952393
mobilenet_v2,100,8,17.105761904761913
mobilenet_v2,20,28,239.25547263681574
mobilenet_v2,40,28,119.62773631840787
mobilenet_v2,50,28,95.70218905472629
mobilenet_v2,60,28,79.75182421227191
mobilenet_v2,80,28,59.813868159203935
mobilenet_v2,100,28,47.851094527363145
mobilenet_v2,20,4,58.233084577114454
mobilenet_v2,40,4,29.116542288557227
mobilenet_v2,50,4,23.293233830845782
mobilenet_v2,60,4,19.411028192371486
mobilenet_v2,80,4,14.558271144278613
mobilenet_v2,100,4,11.646616915422891
mobilenet_v2,20,12,119.67474747474753
mobilenet_v2,40,12,59.83737373737377
mobilenet_v2,50,12,47.86989898989901
mobilenet_v2,60,12,39.89158249158251
mobilenet_v2,80,12,29.918686868686883
mobilenet_v2,100,12,23.934949494949507
mobilenet_v2,20,1,38.05886699507388
mobilenet_v2,40,1,19.02943349753694
mobilenet_v2,50,1,15.22354679802955
mobilenet_v2,60,1,12.68628899835796
mobilenet_v2,80,1,9.51471674876847
mobilenet_v2,100,1,7.611773399014775
mobilenet_v2,20,16,146.5080882352942
mobilenet_v2,40,16,73.2540441176471
mobilenet_v2,50,16,58.60323529411768
mobilenet_v2,60,16,48.836029411764734
mobilenet_v2,80,16,36.62702205882355
mobilenet_v2,100,16,29.30161764705884
mobilenet_v2,20,20,180.8565656565656
mobilenet_v2,40,20,90.4282828282828
mobilenet_v2,50,20,72.34262626262624
mobilenet_v2,60,20,60.28552188552187
mobilenet_v2,80,20,45.2141414141414
mobilenet_v2,100,20,36.17131313131312
resnet50,20,20,365.30839416058393
resnet50,40,20,182.65419708029196
resnet50,50,20,146.12335766423357
resnet50,60,20,121.76946472019465
resnet50,80,20,91.32709854014598
resnet50,100,20,73.06167883211678
resnet50,20,16,316.1906593406591
resnet50,40,16,158.09532967032956
resnet50,50,16,126.47626373626365
resnet50,60,16,105.39688644688637
resnet50,80,16,79.04766483516478
resnet50,100,16,63.23813186813182
resnet50,20,4,106.68996478873237
resnet50,40,4,53.344982394366184
resnet50,50,4,42.675985915492944
resnet50,60,4,35.56332159624412
resnet50,80,4,26.672491197183092
resnet50,100,4,21.337992957746472
resnet50,20,32,533.8972602739726
resnet50,40,32,266.9486301369863
resnet50,50,32,213.55890410958904
resnet50,60,32,177.96575342465755
resnet50,80,32,133.47431506849315
resnet50,100,32,106.77945205479452
resnet50,20,28,504.704078014184
resnet50,40,28,252.352039007092
resnet50,50,28,201.8816312056736
resnet50,60,28,168.2346926713947
resnet50,80,28,126.176019503546
resnet50,100,28,100.9408156028368
resnet50,20,8,174.34187725631756
resnet50,40,8,87.17093862815878
resnet50,50,8,69.73675090252702
resnet50,60,8,58.113959085439184
resnet50,80,8,43.58546931407939
resnet50,100,8,34.86837545126351
resnet50,20,12,253.56648745519715
resnet50,40,12,126.78324372759857
resnet50,50,12,101.42659498207885
resnet50,60,12,84.52216248506572
resnet50,80,12,63.39162186379929
resnet50,100,12,50.71329749103943
resnet50,20,24,446.9771428571429
resnet50,40,24,223.48857142857145
resnet50,50,24,178.79085714285716
resnet50,60,24,148.99238095238098
resnet50,80,24,111.74428571428572
resnet50,100,24,89.39542857142858
resnet50,20,1,66.02003891050583
resnet50,40,1,33.010019455252916
resnet50,50,1,26.408015564202334
resnet50,60,1,22.00667963683528
resnet50,80,1,16.505009727626458
resnet50,100,1,13.204007782101167
resnet50,20,2,76.31749116607777
resnet50,40,2,38.158745583038886
resnet50,50,2,30.526996466431108
resnet50,60,2,25.439163722025924
resnet50,80,2,19.079372791519443
resnet50,100,2,15.263498233215554
ssd-mobilenetv1,20,8,154.8047297297296
ssd-mobilenetv1,40,8,77.4023648648648
ssd-mobilenetv1,50,8,61.92189189189184
ssd-mobilenetv1,60,8,51.601576576576534
ssd-mobilenetv1,80,8,38.7011824324324
ssd-mobilenetv1,100,8,30.96094594594592
ssd-mobilenetv1,20,32,442.5303571428571
ssd-mobilenetv1,40,32,221.26517857142855
ssd-mobilenetv1,50,32,177.01214285714283
ssd-mobilenetv1,60,32,147.51011904761904
ssd-mobilenetv1,80,32,110.63258928571427
ssd-mobilenetv1,100,32,88.50607142857142
ssd-mobilenetv1,20,24,342.6582589285714
ssd-mobilenetv1,40,24,171.3291294642857
ssd-mobilenetv1,50,24,137.06330357142855
ssd-mobilenetv1,60,24,114.21941964285713
ssd-mobilenetv1,80,24,85.66456473214285
ssd-mobilenetv1,100,24,68.53165178571427
ssd-mobilenetv1,20,20,295.1079295154187
ssd-mobilenetv1,40,20,147.55396475770934
ssd-mobilenetv1,50,20,118.04317180616746
ssd-mobilenetv1,60,20,98.36930983847289
ssd-mobilenetv1,80,20,73.77698237885467
ssd-mobilenetv1,100,20,59.02158590308373
ssd-mobilenetv1,20,12,202.8890134529149
ssd-mobilenetv1,40,12,101.44450672645745
ssd-mobilenetv1,50,12,81.15560538116596
ssd-mobilenetv1,60,12,67.62967115097163
ssd-mobilenetv1,80,12,50.722253363228724
ssd-mobilenetv1,100,12,40.57780269058298
ssd-mobilenetv1,20,4,112.78393665158373
ssd-mobilenetv1,40,4,56.391968325791865
ssd-mobilenetv1,50,4,45.11357466063349
ssd-mobilenetv1,60,4,37.59464555052791
ssd-mobilenetv1,80,4,28.195984162895932
ssd-mobilenetv1,100,4,22.556787330316745
ssd-mobilenetv1,20,2,83.78085585585589
ssd-mobilenetv1,40,2,41.890427927927945
ssd-mobilenetv1,50,2,33.51234234234236
ssd-mobilenetv1,60,2,27.926951951951967
ssd-mobilenetv1,80,2,20.945213963963973
ssd-mobilenetv1,100,2,16.75617117117118
ssd-mobilenetv1,20,16,252.72200000000012
ssd-mobilenetv1,40,16,126.36100000000006
ssd-mobilenetv1,50,16,101.08880000000005
ssd-mobilenetv1,60,16,84.24066666666671
ssd-mobilenetv1,80,16,63.18050000000003
ssd-mobilenetv1,100,16,50.544400000000024
ssd-mobilenetv1,20,28,397.97299107142857
ssd-mobilenetv1,40,28,198.98649553571428
ssd-mobilenetv1,50,28,159.18919642857142
ssd-mobilenetv1,60,28,132.6576636904762
ssd-mobilenetv1,80,28,99.49324776785714
ssd-mobilenetv1,100,28,79.59459821428571
ssd-mobilenetv1,20,1,69.1671361502347
ssd-mobilenetv1,40,1,34.58356807511735
ssd-mobilenetv1,50,1,27.66685446009388
ssd-mobilenetv1,60,1,23.055712050078235
ssd-mobilenetv1,80,1,17.291784037558674
ssd-mobilenetv1,100,1,13.83342723004694
vgg16,20,16,1690.2481927710837
vgg16,40,16,845.1240963855419
vgg16,50,16,676.0992771084335
vgg16,60,16,563.416064257028
vgg16,80,16,422.56204819277093
vgg16,100,16,338.04963855421676
vgg16,20,24,2797.5271604938284
vgg16,40,24,1398.7635802469142
vgg16,50,24,1119.0108641975314
vgg16,60,24,932.5090534979429
vgg16,80,24,699.3817901234571
vgg16,100,24,559.5054320987657
vgg16,20,32,3380.581874999999
vgg16,40,32,1690.2909374999995
vgg16,50,32,1352.2327499999997
vgg16,60,32,1126.8606249999998
vgg16,80,32,845.1454687499997
vgg16,100,32,676.1163749999998
vgg16,20,12,1482.6654320987657
vgg16,40,12,741.3327160493828
vgg16,50,12,593.0661728395063
vgg16,60,12,494.2218106995886
vgg16,80,12,370.6663580246914
vgg16,100,12,296.53308641975315
vgg16,20,2,325.0011904761906
vgg16,40,2,162.5005952380953
vgg16,50,2,130.00047619047623
vgg16,60,2,108.3337301587302
vgg16,80,2,81.25029761904764
vgg16,100,2,65.00023809523812
vgg16,20,28,3194.380864197531
vgg16,40,28,1597.1904320987655
vgg16,50,28,1277.7523456790125
vgg16,60,28,1064.793621399177
vgg16,80,28,798.5952160493828
vgg16,100,28,638.8761728395062
vgg16,20,8,1038.5705128205127
vgg16,40,8,519.2852564102564
vgg16,50,8,415.42820512820504
vgg16,60,8,346.1901709401709
vgg16,80,8,259.6426282051282
vgg16,100,8,207.71410256410252
vgg16,20,4,521.2523529411767
vgg16,40,4,260.62617647058835
vgg16,50,4,208.50094117647066
vgg16,60,4,173.75078431372555
vgg16,80,4,130.31308823529417
vgg16,100,4,104.25047058823533
vgg16,20,20,2399.0525316455696
vgg16,40,20,1199.5262658227848
vgg16,50,20,959.6210126582279
vgg16,60,20,799.68417721519
vgg16,80,20,599.7631329113924
vgg16,100,20,479.81050632911393
vgg16,20,1,224.11845238095242
vgg16,40,1,112.05922619047621
vgg16,50,1,89.64738095238097
vgg16,60,1,74.7061507936508
vgg16,80,1,56.029613095238105
vgg16,100,1,44.823690476190485
